,0
0,0.4271459458074712
1,0.4145285359465628
2,0.439711158688959
3,0.038610027635559235
4,0.21687871458467695
5,0.4346641440371474
6,0.4407489466980208
7,0.23371453944960233
8,0.3020017814952676
9,0.3201286450600117
10,0.4334115931487899
11,0.06446264399462713
12,0.43191578714333784
13,0.3998231851751493
14,0.39693422570519005
15,0.04180043925326944
16,0.43268873503668104
17,0.1836345652866318
18,0.4337032610039124
19,0.09677768428592028
20,0.32017899630152546
21,0.426294792569563
22,0.3118346479635413
23,0.4296468074379375
24,0.2911261797404729
25,0.4423645639053819
26,0.05217551458816308
27,0.4365811186459209
28,0.45437824976640245
29,0.45241109558195514
30,0.12023168252859029
31,0.4414279587135732
32,0.42203136645216366
33,0.11597583413752177
34,0.44537547412784506
35,0.4594957306045331
36,0.3884516150586331
37,0.4394072672356465
38,0.35685933879336346
39,0.43853020136931237
40,0.45235260903025704
41,0.4165035471444576
42,0.43679026871250093
43,0.3927193806903924
44,0.44613654604632436
45,0.44156953681387145
46,0.42686793396992306
47,0.39230948095908913
48,0.45210166658479534
49,0.4261374294651473
50,0.4526444465704598
51,0.4273329889452481
52,0.4473592544790259
53,0.4510764795086448
54,0.44383587649672807
55,0.4585060288382765
56,0.4455086630505918
57,0.31761680440869566
58,0.44131999476551237
59,0.44066833407017597
60,0.45457278974948934
61,0.4412480872463901
62,0.4393125248585341
63,0.4547802366928603
64,0.4426911235027438
65,0.45997079931048435
66,0.4223693890359933
67,0.4565805356423181
68,0.4183344699592703
69,0.45502530123393403
70,0.43652098773355136
71,0.4620139793435815
72,0.45049920063141335
73,0.4169611541332116
74,0.4609115112773893
75,0.42358986515252117
76,0.4444959772091149
77,0.07495718587924338
78,0.43030856208466767
79,0.4301933970847443
80,0.4500488382712352
81,0.15864909349872416
82,0.45409359908261776
83,0.4433495511334435
84,0.45059753313546863
85,0.37116241542816364
86,0.4522656777789927
87,0.46373914345612455
88,0.45366344179181106
89,0.44423331361817187
90,0.4487780455764882
91,0.3914268554304244
92,0.4489699580818428
93,0.4569183621309381
94,0.45267204911703013
95,0.4467473195699586
96,0.46929908342325977
97,0.44416383649119245
98,0.4047306483739547
99,0.4409624725928884
100,0.4727585330467306
101,0.4358356154986259
102,0.45491284228187745
103,0.1427575215387809
104,0.45161940937179273
105,0.4476423684234157
106,0.45019982200893394
107,0.4160017345512628
108,0.4394776102847381
